chunk_id,source,category,text,question,answer,keywords,wilaya,job_title
CHK_00052,faq,job_search,Question: Mon profil financial planner avec 12-15 years est-il demandé à Blida ? Answer: Les profils financial planner avec 12-15 years sont recherchés dans plusieurs wilayas dont Blida.,Mon profil financial planner avec 12-15 years est-il demandé à Blida ?,Les profils financial planner avec 12-15 years sont recherchés dans plusieurs wilayas dont Blida.,"['Blida', 'financial planner', 'tax planning strategies tax law knowledge financial analysis retirement planning estate planning client relationship management tax optimization communication skills attention to detail tax software proficiency regulatory compliance', 'job_search']",Blida,financial planner
CHK_00053,faq,job_search,Question: Comment fonctionne le matching de profil pour un poste de process engineer ? Answer: L'ANEM utilise votre profil pour proposer des offres de process engineer. Mettez à jour vos compétences en construction management budgeting contract negotiation safety regulations pour augmenter vos chances.,Comment fonctionne le matching de profil pour un poste de process engineer ?,L'ANEM utilise votre profil pour proposer des offres de process engineer. Mettez à jour vos compétences en construction management budgeting contract negotiation safety regulations pour augmenter vos chances.,"['Batna', 'process engineer', 'construction management budgeting contract negotiation safety regulations', 'job_search']",Batna,process engineer
CHK_00054,faq,job_search,"Question: Comment trouver un emploi de speech therapist à Tindouf via l'ANEM ? Answer: Pour trouver un poste de speech therapist à Tindouf: 1) Inscrivez-vous à l'ANEM, 2) Précisez votre spécialité, 3) Consultez anem.dz.",Comment trouver un emploi de speech therapist à Tindouf via l'ANEM ?,"Pour trouver un poste de speech therapist à Tindouf: 1) Inscrivez-vous à l'ANEM, 2) Précisez votre spécialité, 3) Consultez anem.dz.","['Tindouf', 'speech therapist', 'research methodology data analysis psychological studies writing research reports critical thinking', 'job_search']",Tindouf,speech therapist
CHK_00055,faq,job_search,Question: Y a-t-il des offres pour event manager en contrat stage à Annaba ? Answer: L'ANEM de Annaba reçoit régulièrement des offres pour event manager en stage. Offres mises à jour hebdomadairement sur anem.dz.,Y a-t-il des offres pour event manager en contrat stage à Annaba ?,L'ANEM de Annaba reçoit régulièrement des offres pour event manager en stage. Offres mises à jour hebdomadairement sur anem.dz.,"['Annaba', 'event manager', 'sales leadership team management sales strategy and planning', 'job_search']",Annaba,event manager
CHK_00056,faq,job_search,Question: Mon profil supply chain analyst avec 0-1 years est-il demandé à Algiers ? Answer: Les profils supply chain analyst avec 0-1 years sont recherchés dans plusieurs wilayas dont Algiers.,Mon profil supply chain analyst avec 0-1 years est-il demandé à Algiers ?,Les profils supply chain analyst avec 0-1 years sont recherchés dans plusieurs wilayas dont Algiers.,"['Algiers', 'supply chain analyst', 'network security protocols and technologies firewalls and intrusion detection systems vulnerability assessment and penetration testing security policy development and enforcement incident response and recovery', 'job_search']",Algiers,supply chain analyst
CHK_00057,faq,job_search,"Question: Puis-je chercher un emploi dans une autre wilaya via l'ANEM de Constantine ? Answer: Oui, l'ANEM de Constantine a accès à la base d'offres nationale. Des aides au déplacement peuvent être disponibles.",Puis-je chercher un emploi dans une autre wilaya via l'ANEM de Constantine ?,"Oui, l'ANEM de Constantine a accès à la base d'offres nationale. Des aides au déplacement peuvent être disponibles.","['Constantine', 'data analyst', 'test automation test framework development continuous integration scripting languages (e.g., python) test reporting code review', 'job_search']",Constantine,data analyst
CHK_00058,faq,job_search,Question: Comment fonctionne le matching de profil pour un poste de customer service representative ? Answer: L'ANEM utilise votre profil pour proposer des offres de customer service representative. Mettez à jour vos compétences en speech pathology articulation therapy language disorders speech assessment therapy planning communication skills pour augmenter vos chances.,Comment fonctionne le matching de profil pour un poste de customer service representative ?,L'ANEM utilise votre profil pour proposer des offres de customer service representative. Mettez à jour vos compétences en speech pathology articulation therapy language disorders speech assessment therapy planning communication skills pour augmenter vos chances.,"['Tindouf', 'customer service representative', 'speech pathology articulation therapy language disorders speech assessment therapy planning communication skills', 'job_search']",Tindouf,customer service representative
CHK_00059,faq,job_search,"Question: Comment trouver un emploi de wedding planner à Tizi Ouzou via l'ANEM ? Answer: Pour trouver un poste de wedding planner à Tizi Ouzou: 1) Inscrivez-vous à l'ANEM, 2) Précisez votre spécialité, 3) Consultez anem.dz.",Comment trouver un emploi de wedding planner à Tizi Ouzou via l'ANEM ?,"Pour trouver un poste de wedding planner à Tizi Ouzou: 1) Inscrivez-vous à l'ANEM, 2) Précisez votre spécialité, 3) Consultez anem.dz.","['Tizi Ouzou', 'wedding planner', 'search engine algorithms and ranking factors keyword research and analysis on-page and off-page seo optimization seo tools (e.g., google analytics, semrush) seo content strategy', 'job_search']",Tizi Ouzou,wedding planner
CHK_00060,faq,unemployment_benefits,"Question: Puis-je toucher les allocations chômage après avoir quitté un poste de chemical analyst ? Answer: Les allocations CNAC ne s'appliquent qu'en cas de licenciement économique, pas de démission. Conditions: 3+ ans cotisation CNAS, âge 30-50 ans.",Puis-je toucher les allocations chômage après avoir quitté un poste de chemical analyst ?,"Les allocations CNAC ne s'appliquent qu'en cas de licenciement économique, pas de démission. Conditions: 3+ ans cotisation CNAS, âge 30-50 ans.","['Skikda', 'chemical analyst', 'social science research methods qualitative and quantitative data analysis survey design and implementation ethnographic research interviewing skills research ethics statistical software (e.g., stata, nvivo) report writing communication skills critical thinking empathy', 'unemployment_benefits']",Skikda,chemical analyst
CHK_00061,faq,unemployment_benefits,Question: Quel est le montant des allocations chômage pour un business analyst ? Answer: Le montant varie entre 75% et 100% du SNMG (20 000 DA). Le calcul est identique quel que soit le poste.,Quel est le montant des allocations chômage pour un business analyst ?,Le montant varie entre 75% et 100% du SNMG (20 000 DA). Le calcul est identique quel que soit le poste.,"['Tlemcen', 'business analyst', 'desktop hardware and software troubleshooting operating system expertise (e.g., windows, macos) remote desktop support hardware and software upgrades customer service skills', 'unemployment_benefits']",Tlemcen,business analyst
CHK_00062,faq,unemployment_benefits,Question: Comment renouveler mes allocations chômage à Tlemcen ? Answer: Pour renouveler à Tlemcen: présentez-vous au CNAC avant expiration et justifiez vos démarches de recherche d'emploi. Renouvellement semestriel.,Comment renouveler mes allocations chômage à Tlemcen ?,Pour renouveler à Tlemcen: présentez-vous au CNAC avant expiration et justifiez vos démarches de recherche d'emploi. Renouvellement semestriel.,"['Tlemcen', 'market research analyst', 'user research methods usability testing data analysis and interpretation', 'unemployment_benefits']",Tlemcen,market research analyst
CHK_00063,faq,unemployment_benefits,"Question: Puis-je toucher les allocations chômage après avoir quitté un poste de digital marketing specialist ? Answer: Les allocations CNAC ne s'appliquent qu'en cas de licenciement économique, pas de démission. Conditions: 3+ ans cotisation CNAS, âge 30-50 ans.",Puis-je toucher les allocations chômage après avoir quitté un poste de digital marketing specialist ?,"Les allocations CNAC ne s'appliquent qu'en cas de licenciement économique, pas de démission. Conditions: 3+ ans cotisation CNAS, âge 30-50 ans.","['Tindouf', 'digital marketing specialist', 'research methodology data analysis psychological studies writing research reports critical thinking', 'unemployment_benefits']",Tindouf,digital marketing specialist
CHK_00064,faq,unemployment_benefits,Question: Quel est le montant des allocations chômage pour un environmental engineer ? Answer: Le montant varie entre 75% et 100% du SNMG (20 000 DA). Le calcul est identique quel que soit le poste.,Quel est le montant des allocations chômage pour un environmental engineer ?,Le montant varie entre 75% et 100% du SNMG (20 000 DA). Le calcul est identique quel que soit le poste.,"['El Oued', 'environmental engineer', 'construction management budgeting contract negotiation safety regulations', 'unemployment_benefits']",El Oued,environmental engineer
CHK_00065,faq,unemployment_benefits,Question: Comment renouveler mes allocations chômage à Constantine ? Answer: Pour renouveler à Constantine: présentez-vous au CNAC avant expiration et justifiez vos démarches de recherche d'emploi. Renouvellement semestriel.,Comment renouveler mes allocations chômage à Constantine ?,Pour renouveler à Constantine: présentez-vous au CNAC avant expiration et justifiez vos démarches de recherche d'emploi. Renouvellement semestriel.,"['Constantine', 'legal counsel', 'tax law knowledge individual tax planning tax return preparation tax deductions and credits tax compliance irs regulations client relationship management communication skills attention to detail tax software proficiency', 'unemployment_benefits']",Constantine,legal counsel
CHK_00066,faq,unemployment_benefits,"Question: Puis-je toucher les allocations chômage après avoir quitté un poste de back-end developer ? Answer: Les allocations CNAC ne s'appliquent qu'en cas de licenciement économique, pas de démission. Conditions: 3+ ans cotisation CNAS, âge 30-50 ans.",Puis-je toucher les allocations chômage après avoir quitté un poste de back-end developer ?,"Les allocations CNAC ne s'appliquent qu'en cas de licenciement économique, pas de démission. Conditions: 3+ ans cotisation CNAS, âge 30-50 ans.","['Laghouat', 'back-end developer', 'nosql databases (e.g., mongodb, cassandra) data modeling data migration performance tuning scalability distributed systems', 'unemployment_benefits']",Laghouat,back-end developer
CHK_00067,faq,unemployment_benefits,Question: Quel est le montant des allocations chômage pour un market research analyst ? Answer: Le montant varie entre 75% et 100% du SNMG (20 000 DA). Le calcul est identique quel que soit le poste.,Quel est le montant des allocations chômage pour un market research analyst ?,Le montant varie entre 75% et 100% du SNMG (20 000 DA). Le calcul est identique quel que soit le poste.,"['Sétif', 'market research analyst', 'wireless network design and architecture wi-fi standards and protocols rf (radio frequency) planning and optimization wireless security protocols troubleshooting wireless network issues', 'unemployment_benefits']",Sétif,market research analyst
CHK_00068,faq,unemployment_benefits,Question: Comment renouveler mes allocations chômage à Tipaza ? Answer: Pour renouveler à Tipaza: présentez-vous au CNAC avant expiration et justifiez vos démarches de recherche d'emploi. Renouvellement semestriel.,Comment renouveler mes allocations chômage à Tipaza ?,Pour renouveler à Tipaza: présentez-vous au CNAC avant expiration et justifiez vos démarches de recherche d'emploi. Renouvellement semestriel.,"['Tipaza', 'electrical designer', 'desktop hardware and software troubleshooting operating system expertise (e.g., windows, macos) remote desktop support hardware and software upgrades customer service skills', 'unemployment_benefits']",Tipaza,electrical designer
CHK_00069,faq,unemployment_benefits,"Question: Puis-je toucher les allocations chômage après avoir quitté un poste de sales consultant ? Answer: Les allocations CNAC ne s'appliquent qu'en cas de licenciement économique, pas de démission. Conditions: 3+ ans cotisation CNAS, âge 30-50 ans.",Puis-je toucher les allocations chômage après avoir quitté un poste de sales consultant ?,"Les allocations CNAC ne s'appliquent qu'en cas de licenciement économique, pas de démission. Conditions: 3+ ans cotisation CNAS, âge 30-50 ans.","['Adrar', 'sales consultant', 'user research methods usability testing data analysis and interpretation', 'unemployment_benefits']",Adrar,sales consultant
CHK_00070,faq,unemployment_benefits,Question: Quel est le montant des allocations chômage pour un hr generalist ? Answer: Le montant varie entre 75% et 100% du SNMG (20 000 DA). Le calcul est identique quel que soit le poste.,Quel est le montant des allocations chômage pour un hr generalist ?,Le montant varie entre 75% et 100% du SNMG (20 000 DA). Le calcul est identique quel que soit le poste.,"['Sétif', 'hr generalist', 'event planning and coordination budget management vendor negotiation venue selection and management timeline and logistics planning marketing and promotion risk management client communication creativity problem-solving attention to detail', 'unemployment_benefits']",Sétif,hr generalist
CHK_00071,faq,unemployment_benefits,Question: Comment renouveler mes allocations chômage à Tizi Ouzou ? Answer: Pour renouveler à Tizi Ouzou: présentez-vous au CNAC avant expiration et justifiez vos démarches de recherche d'emploi. Renouvellement semestriel.,Comment renouveler mes allocations chômage à Tizi Ouzou ?,Pour renouveler à Tizi Ouzou: présentez-vous au CNAC avant expiration et justifiez vos démarches de recherche d'emploi. Renouvellement semestriel.,"['Tizi Ouzou', 'financial planner', 'teaching pedagogy classroom management curriculum development student assessment differentiated instruction', 'unemployment_benefits']",Tizi Ouzou,financial planner
CHK_00072,faq,unemployment_benefits,"Question: Puis-je toucher les allocations chômage après avoir quitté un poste de electrical designer ? Answer: Les allocations CNAC ne s'appliquent qu'en cas de licenciement économique, pas de démission. Conditions: 3+ ans cotisation CNAS, âge 30-50 ans.",Puis-je toucher les allocations chômage après avoir quitté un poste de electrical designer ?,"Les allocations CNAC ne s'appliquent qu'en cas de licenciement économique, pas de démission. Conditions: 3+ ans cotisation CNAS, âge 30-50 ans.","['Tindouf', 'electrical designer', 'sales strategy and planning account management customer relationship management solution selling sales forecasting contract negotiation sales metrics and reporting', 'unemployment_benefits']",Tindouf,electrical designer
CHK_00073,faq,unemployment_benefits,Question: Quel est le montant des allocations chômage pour un hr coordinator ? Answer: Le montant varie entre 75% et 100% du SNMG (20 000 DA). Le calcul est identique quel que soit le poste.,Quel est le montant des allocations chômage pour un hr coordinator ?,Le montant varie entre 75% et 100% du SNMG (20 000 DA). Le calcul est identique quel que soit le poste.,"['Laghouat', 'hr coordinator', 'brand strategy development market research and analysis competitive analysis brand positioning and messaging creative direction and collaboration', 'unemployment_benefits']",Laghouat,hr coordinator
CHK_00074,faq,unemployment_benefits,Question: Comment renouveler mes allocations chômage à Tamanrasset ? Answer: Pour renouveler à Tamanrasset: présentez-vous au CNAC avant expiration et justifiez vos démarches de recherche d'emploi. Renouvellement semestriel.,Comment renouveler mes allocations chômage à Tamanrasset ?,Pour renouveler à Tamanrasset: présentez-vous au CNAC avant expiration et justifiez vos démarches de recherche d'emploi. Renouvellement semestriel.,"['Tamanrasset', 'nurse practitioner', 'nosql databases (e.g., mongodb, cassandra) data modeling data migration performance tuning scalability distributed systems', 'unemployment_benefits']",Tamanrasset,nurse practitioner
CHK_00075,faq,unemployment_benefits,"Question: Puis-je toucher les allocations chômage après avoir quitté un poste de architectural designer ? Answer: Les allocations CNAC ne s'appliquent qu'en cas de licenciement économique, pas de démission. Conditions: 3+ ans cotisation CNAS, âge 30-50 ans.",Puis-je toucher les allocations chômage après avoir quitté un poste de architectural designer ?,"Les allocations CNAC ne s'appliquent qu'en cas de licenciement économique, pas de démission. Conditions: 3+ ans cotisation CNAS, âge 30-50 ans.","['Sétif', 'architectural designer', 'writing skills content creation seo knowledge research skills grammar and proofreading', 'unemployment_benefits']",Sétif,architectural designer
CHK_00076,faq,unemployment_benefits,Question: Quel est le montant des allocations chômage pour un qa analyst ? Answer: Le montant varie entre 75% et 100% du SNMG (20 000 DA). Le calcul est identique quel que soit le poste.,Quel est le montant des allocations chômage pour un qa analyst ?,Le montant varie entre 75% et 100% du SNMG (20 000 DA). Le calcul est identique quel que soit le poste.,"['Tamanrasset', 'qa analyst', 'records management data entry and retrieval attention to detail', 'unemployment_benefits']",Tamanrasset,qa analyst
CHK_00077,faq,unemployment_benefits,Question: Comment renouveler mes allocations chômage à Algiers ? Answer: Pour renouveler à Algiers: présentez-vous au CNAC avant expiration et justifiez vos démarches de recherche d'emploi. Renouvellement semestriel.,Comment renouveler mes allocations chômage à Algiers ?,Pour renouveler à Algiers: présentez-vous au CNAC avant expiration et justifiez vos démarches de recherche d'emploi. Renouvellement semestriel.,"['Algiers', 'copywriter', 'urban design and planning zoning regulations gis and mapping tools', 'unemployment_benefits']",Algiers,copywriter
CHK_00078,faq,unemployment_benefits,"Question: Puis-je toucher les allocations chômage après avoir quitté un poste de social media manager ? Answer: Les allocations CNAC ne s'appliquent qu'en cas de licenciement économique, pas de démission. Conditions: 3+ ans cotisation CNAS, âge 30-50 ans.",Puis-je toucher les allocations chômage après avoir quitté un poste de social media manager ?,"Les allocations CNAC ne s'appliquent qu'en cas de licenciement économique, pas de démission. Conditions: 3+ ans cotisation CNAS, âge 30-50 ans.","['Béjaïa', 'social media manager', 'records management data entry and retrieval attention to detail', 'unemployment_benefits']",Béjaïa,social media manager
CHK_00079,faq,unemployment_benefits,Question: Quel est le montant des allocations chômage pour un environmental consultant ? Answer: Le montant varie entre 75% et 100% du SNMG (20 000 DA). Le calcul est identique quel que soit le poste.,Quel est le montant des allocations chômage pour un environmental consultant ?,Le montant varie entre 75% et 100% du SNMG (20 000 DA). Le calcul est identique quel que soit le poste.,"['Tindouf', 'environmental consultant', 'urban design and planning zoning regulations gis and mapping tools', 'unemployment_benefits']",Tindouf,environmental consultant
CHK_00080,faq,unemployment_benefits,Question: Comment renouveler mes allocations chômage à Adrar ? Answer: Pour renouveler à Adrar: présentez-vous au CNAC avant expiration et justifiez vos démarches de recherche d'emploi. Renouvellement semestriel.,Comment renouveler mes allocations chômage à Adrar ?,Pour renouveler à Adrar: présentez-vous au CNAC avant expiration et justifiez vos démarches de recherche d'emploi. Renouvellement semestriel.,"['Adrar', 'business analyst', 'social media platforms (e.g., facebook, twitter, instagram) content creation and scheduling social media analytics and insights community engagement paid social advertising', 'unemployment_benefits']",Adrar,business analyst
CHK_00081,faq,unemployment_benefits,"Question: Puis-je toucher les allocations chômage après avoir quitté un poste de research analyst ? Answer: Les allocations CNAC ne s'appliquent qu'en cas de licenciement économique, pas de démission. Conditions: 3+ ans cotisation CNAS, âge 30-50 ans.",Puis-je toucher les allocations chômage après avoir quitté un poste de research analyst ?,"Les allocations CNAC ne s'appliquent qu'en cas de licenciement économique, pas de démission. Conditions: 3+ ans cotisation CNAS, âge 30-50 ans.","['Chlef', 'research analyst', 'document management recordkeeping attention to detail data entry organizational skills', 'unemployment_benefits']",Chlef,research analyst
CHK_00082,faq,unemployment_benefits,Question: Quel est le montant des allocations chômage pour un tax consultant ? Answer: Le montant varie entre 75% et 100% du SNMG (20 000 DA). Le calcul est identique quel que soit le poste.,Quel est le montant des allocations chômage pour un tax consultant ?,Le montant varie entre 75% et 100% du SNMG (20 000 DA). Le calcul est identique quel que soit le poste.,"['Sétif', 'tax consultant', 'nursing care patient assessment medical knowledge', 'unemployment_benefits']",Sétif,tax consultant
CHK_00083,faq,unemployment_benefits,"Question: Puis-je toucher les allocations chômage après avoir quitté un poste de business development manager ? Answer: Les allocations CNAC ne s'appliquent qu'en cas de licenciement économique, pas de démission. Conditions: 3+ ans cotisation CNAS, âge 30-50 ans.",Puis-je toucher les allocations chômage après avoir quitté un poste de business development manager ?,"Les allocations CNAC ne s'appliquent qu'en cas de licenciement économique, pas de démission. Conditions: 3+ ans cotisation CNAS, âge 30-50 ans.","['Adrar', 'business development manager', 'content creation (e.g., writing, editing, graphic design, video production) content marketing social media management seo optimization creative storytelling audience engagement analytics and reporting adaptability communication skills creativity', 'unemployment_benefits']",Adrar,business development manager
CHK_00084,faq,unemployment_benefits,Question: Quel est le montant des allocations chômage pour un purchasing agent ? Answer: Le montant varie entre 75% et 100% du SNMG (20 000 DA). Le calcul est identique quel que soit le poste.,Quel est le montant des allocations chômage pour un purchasing agent ?,Le montant varie entre 75% et 100% du SNMG (20 000 DA). Le calcul est identique quel que soit le poste.,"['Tamanrasset', 'purchasing agent', 'soc operations security incident response threat detection log analysis security tools (e.g., ids/ips) security alerts triage', 'unemployment_benefits']",Tamanrasset,purchasing agent
CHK_00085,faq,unemployment_benefits,"Question: Puis-je toucher les allocations chômage après avoir quitté un poste de electrical engineer ? Answer: Les allocations CNAC ne s'appliquent qu'en cas de licenciement économique, pas de démission. Conditions: 3+ ans cotisation CNAS, âge 30-50 ans.",Puis-je toucher les allocations chômage après avoir quitté un poste de electrical engineer ?,"Les allocations CNAC ne s'appliquent qu'en cas de licenciement économique, pas de démission. Conditions: 3+ ans cotisation CNAS, âge 30-50 ans.","['Batna', 'electrical engineer', 'international tax law knowledge transfer pricing cross-border tax planning tax treaties and agreements foreign tax credits international tax compliance transfer pricing documentation multinational tax strategies client relationship management communication skills tax software proficiency', 'unemployment_benefits']",Batna,electrical engineer
CHK_00086,faq,unemployment_benefits,Question: Quel est le montant des allocations chômage pour un account director ? Answer: Le montant varie entre 75% et 100% du SNMG (20 000 DA). Le calcul est identique quel que soit le poste.,Quel est le montant des allocations chômage pour un account director ?,Le montant varie entre 75% et 100% du SNMG (20 000 DA). Le calcul est identique quel que soit le poste.,"['Chlef', 'account director', 'event planning and coordination budget management vendor negotiation venue selection and management timeline and logistics planning marketing and promotion risk management client communication creativity problem-solving attention to detail', 'unemployment_benefits']",Chlef,account director
CHK_00087,faq,unemployment_benefits,Question: Comment renouveler mes allocations chômage à Ghardaïa ? Answer: Pour renouveler à Ghardaïa: présentez-vous au CNAC avant expiration et justifiez vos démarches de recherche d'emploi. Renouvellement semestriel.,Comment renouveler mes allocations chômage à Ghardaïa ?,Pour renouveler à Ghardaïa: présentez-vous au CNAC avant expiration et justifiez vos démarches de recherche d'emploi. Renouvellement semestriel.,"['Ghardaïa', 'data entry clerk', 'network security protocols and technologies firewalls and intrusion detection systems vulnerability assessment and penetration testing security policy development and enforcement incident response and recovery', 'unemployment_benefits']",Ghardaïa,data entry clerk
CHK_00088,faq,unemployment_benefits,"Question: Puis-je toucher les allocations chômage après avoir quitté un poste de software developer ? Answer: Les allocations CNAC ne s'appliquent qu'en cas de licenciement économique, pas de démission. Conditions: 3+ ans cotisation CNAS, âge 30-50 ans.",Puis-je toucher les allocations chômage après avoir quitté un poste de software developer ?,"Les allocations CNAC ne s'appliquent qu'en cas de licenciement économique, pas de démission. Conditions: 3+ ans cotisation CNAS, âge 30-50 ans.","['Tlemcen', 'software developer', 'network security protocols intrusion detection and prevention security incident response firewall administration vulnerability assessment security policies and procedures log analysis ethical hacking problem-solving communication skills attention to detail', 'unemployment_benefits']",Tlemcen,software developer
CHK_00089,faq,unemployment_benefits,Question: Quel est le montant des allocations chômage pour un customer service representative ? Answer: Le montant varie entre 75% et 100% du SNMG (20 000 DA). Le calcul est identique quel que soit le poste.,Quel est le montant des allocations chômage pour un customer service representative ?,Le montant varie entre 75% et 100% du SNMG (20 000 DA). Le calcul est identique quel que soit le poste.,"['Relizane', 'customer service representative', 'international tax law knowledge transfer pricing cross-border tax planning tax treaties and agreements foreign tax credits international tax compliance transfer pricing documentation multinational tax strategies client relationship management communication skills tax software proficiency', 'unemployment_benefits']",Relizane,customer service representative
CHK_00090,faq,youth_programs,"Question: Le dispositif CPE est-il disponible pour un DUT à Tindouf ? Answer: Oui, le CPE est disponible pour les titulaires d'un DUT à Tindouf. Conditions: primo-demandeur, moins de 35 ans. L'État prend en charge 80%.",Le dispositif CPE est-il disponible pour un DUT à Tindouf ?,"Oui, le CPE est disponible pour les titulaires d'un DUT à Tindouf. Conditions: primo-demandeur, moins de 35 ans. L'État prend en charge 80%.","['Tindouf', 'substance abuse counselor', 'html, css, javascript frontend frameworks (e.g., react, angular) user experience (ux)', 'youth_programs']",Tindouf,substance abuse counselor
CHK_00091,faq,youth_programs,"Question: Comment bénéficier de l'ANSEJ avec un projet dans le domaine art teacher ? Answer: Pour créer une entreprise dans art teacher via l'ANSEJ: préparez votre business plan, déposez votre dossier. Conditions: 18-35 ans, projet viable.",Comment bénéficier de l'ANSEJ avec un projet dans le domaine art teacher ?,"Pour créer une entreprise dans art teacher via l'ANSEJ: préparez votre business plan, déposez votre dossier. Conditions: 18-35 ans, projet viable.","['Tizi Ouzou', 'art teacher', 'recruitment process candidate screening applicant tracking systems communication', 'youth_programs']",Tizi Ouzou,art teacher
CHK_00092,faq,youth_programs,"Question: Quelle est la différence entre DAIP et CPE pour un diplômé master ? Answer: Pour un master: le DAIP est un contrat d'insertion généraliste (12 mois), le CPE cible les diplômés universitaires avec meilleure rémunération.",Quelle est la différence entre DAIP et CPE pour un diplômé master ?,"Pour un master: le DAIP est un contrat d'insertion généraliste (12 mois), le CPE cible les diplômés universitaires avec meilleure rémunération.","['Béjaïa', 'supply chain analyst', 'corporate law and regulations contract drafting and negotiation legal research and analysis risk management excellent communication and negotiation skills', 'youth_programs']",Béjaïa,supply chain analyst
CHK_00093,faq,youth_programs,"Question: Y a-t-il des programmes pour les jeunes de Tindouf sans expérience ? Answer: Oui: DAIP, ESIL (emploi de solidarité), et formations INFP gratuites à Tindouf.",Y a-t-il des programmes pour les jeunes de Tindouf sans expérience ?,"Oui: DAIP, ESIL (emploi de solidarité), et formations INFP gratuites à Tindouf.","['Tindouf', 'it manager', 'social science research methods qualitative and quantitative data analysis survey design and implementation ethnographic research interviewing skills research ethics statistical software (e.g., stata, nvivo) report writing communication skills critical thinking empathy', 'youth_programs']",Tindouf,it manager
CHK_00094,faq,youth_programs,"Question: Le dispositif CPE est-il disponible pour un doctorat à Sétif ? Answer: Oui, le CPE est disponible pour les titulaires d'un doctorat à Sétif. Conditions: primo-demandeur, moins de 35 ans. L'État prend en charge 80%.",Le dispositif CPE est-il disponible pour un doctorat à Sétif ?,"Oui, le CPE est disponible pour les titulaires d'un doctorat à Sétif. Conditions: primo-demandeur, moins de 35 ans. L'État prend en charge 80%.","['Sétif', 'mechanical engineer', 'litigation legal research courtroom representation case preparation client counseling legal writing', 'youth_programs']",Sétif,mechanical engineer
CHK_00095,faq,youth_programs,"Question: Comment bénéficier de l'ANSEJ avec un projet dans le domaine structural engineer ? Answer: Pour créer une entreprise dans structural engineer via l'ANSEJ: préparez votre business plan, déposez votre dossier. Conditions: 18-35 ans, projet viable.",Comment bénéficier de l'ANSEJ avec un projet dans le domaine structural engineer ?,"Pour créer une entreprise dans structural engineer via l'ANSEJ: préparez votre business plan, déposez votre dossier. Conditions: 18-35 ans, projet viable.","['El Oued', 'structural engineer', 'social science research methods qualitative and quantitative data analysis survey design and implementation ethnographic research interviewing skills research ethics statistical software (e.g., stata, nvivo) report writing communication skills critical thinking empathy', 'youth_programs']",El Oued,structural engineer
CHK_00096,faq,youth_programs,"Question: Y a-t-il des programmes pour les jeunes de El Oued sans expérience ? Answer: Oui: DAIP, ESIL (emploi de solidarité), et formations INFP gratuites à El Oued.",Y a-t-il des programmes pour les jeunes de El Oued sans expérience ?,"Oui: DAIP, ESIL (emploi de solidarité), et formations INFP gratuites à El Oued.","['El Oued', 'business analyst', 'performance testing load testing stress testing test scenarios performance monitoring benchmarking performance analysis', 'youth_programs']",El Oued,business analyst
CHK_00097,faq,youth_programs,"Question: Le dispositif CPE est-il disponible pour un BTS à Sétif ? Answer: Oui, le CPE est disponible pour les titulaires d'un BTS à Sétif. Conditions: primo-demandeur, moins de 35 ans. L'État prend en charge 80%.",Le dispositif CPE est-il disponible pour un BTS à Sétif ?,"Oui, le CPE est disponible pour les titulaires d'un BTS à Sétif. Conditions: primo-demandeur, moins de 35 ans. L'État prend en charge 80%.","['Sétif', 'chemical analyst', 'content strategy content planning seo optimization content marketing analytics', 'youth_programs']",Sétif,chemical analyst
CHK_00098,faq,youth_programs,"Question: Comment bénéficier de l'ANSEJ avec un projet dans le domaine financial analyst ? Answer: Pour créer une entreprise dans financial analyst via l'ANSEJ: préparez votre business plan, déposez votre dossier. Conditions: 18-35 ans, projet viable.",Comment bénéficier de l'ANSEJ avec un projet dans le domaine financial analyst ?,"Pour créer une entreprise dans financial analyst via l'ANSEJ: préparez votre business plan, déposez votre dossier. Conditions: 18-35 ans, projet viable.","['Blida', 'financial analyst', 'family law divorce proceedings child custody mediation legal counseling court representation', 'youth_programs']",Blida,financial analyst
CHK_00099,faq,youth_programs,"Question: Quelle est la différence entre DAIP et CPE pour un diplômé BTS ? Answer: Pour un BTS: le DAIP est un contrat d'insertion généraliste (12 mois), le CPE cible les diplômés universitaires avec meilleure rémunération.",Quelle est la différence entre DAIP et CPE pour un diplômé BTS ?,"Pour un BTS: le DAIP est un contrat d'insertion généraliste (12 mois), le CPE cible les diplômés universitaires avec meilleure rémunération.","['Relizane', 'financial planner', 'search engine algorithms and ranking factors keyword research and analysis on-page and off-page seo optimization seo tools (e.g., google analytics, semrush) seo content strategy', 'youth_programs']",Relizane,financial planner
CHK_00100,faq,youth_programs,"Question: Y a-t-il des programmes pour les jeunes de Adrar sans expérience ? Answer: Oui: DAIP, ESIL (emploi de solidarité), et formations INFP gratuites à Adrar.",Y a-t-il des programmes pour les jeunes de Adrar sans expérience ?,"Oui: DAIP, ESIL (emploi de solidarité), et formations INFP gratuites à Adrar.","['Adrar', 'investment banker', 'art history and knowledge art curation and exhibition planning collections management art market trends cultural awareness', 'youth_programs']",Adrar,investment banker
